4|143|49|2014-01-01
4|84|99|2014-02-01
4|134|47|2014-03-01
4|29|69|2014-04-01
4|40|24|2014-05-01
4|253|25|2014-06-01
4|297|56|2014-07-01
4|135|42|2014-08-01
4|247|92|2014-09-01
4|186|91|2014-10-01
4|246|90|2014-11-01
4|189|6|2014-12-01
5|197|30|2013-01-01
5|150|31|2013-02-01
5|33|22|2013-03-01
5|33|58|2013-04-01
5|197|39|2013-05-01
5|69|13|2013-06-01
5|122|50|2013-07-01
5|142|87|2013-08-01
5|285|73|2013-09-01
5|106|87|2013-10-01
5|208|10|2013-11-01
5|286|0|2013-12-01
5|170|1|2014-01-01
5|209|64|2014-02-01
5|107|17|2014-03-01
5|108|45|2014-04-01
5|261|29|2014-05-01
5|143|59|2014-06-01
5|295|31|2014-07-01
5|209|79|2014-08-01
5|163|90|2014-09-01
5|81|66|2014-10-01
5|135|97|2014-11-01
5|271|95|2014-12-01
6|237|6|2013-01-01
6|9|78|2013-02-01
6|47|44|2013-03-01
6|238|26|2013-04-01
6|11|32|2013-05-01
6|19|65|2013-06-01
6|138|53|2013-07-01
6|43|39|2013-08-01
6|99|73|2013-09-01
6|232|94|2013-10-01
6|84|79|2013-11-01
6|240|94|2013-12-01
6|198|55|2014-01-01
6|33|29|2014-02-01
6|80|87|2014-03-01
6|187|21|2014-04-01
6|182|33|2014-05-01
6|32|92|2014-06-01
6|292|6|2014-07-01
6|284|15|2014-08-01
6|80|89|2014-09-01
6|277|41|2014-10-01
6|24|4|2014-11-01
6|52|84|2014-12-01
7|277|82|2013-01-01
7|169|23|2013-02-01
7|61|67|2013-03-01
7|141|94|2013-04-01
7|127|26|2013-05-01
7|269|17|2013-06-01
7|154|57|2013-07-01
7|245|93|2013-08-01
7|215|74|2013-09-01
7|57|0|2013-10-01
7|261|48|2013-11-01
7|194|87|2013-12-01
7|226|7|2014-01-01
7|158|95|2014-02-01
7|53|57|2014-03-01
7|266|98|2014-04-01
7|103|38|2014-05-01
7|223|24|2014-06-01
7|289|83|2014-07-01
7|57|52|2014-08-01
7|297|87|2014-09-01
7|172|16|2014-10-01
7|214|11|2014-11-01
7|134|72|2014-12-01
8|15|57|2013-01-01
8|29|69|2013-02-01
8|75|89|2013-03-01
8|45|62|2013-04-01
8|242|19|2013-05-01
8|218|69|2013-06-01
8|170|60|2013-07-01
8|146|45|2013-08-01
8|29|75|2013-09-01
8|182|6|2013-10-01
8|138|16|2013-11-01
8|147|80|2013-12-01
8|253|60|2014-01-01
8|284|60|2014-02-01
8|26|27|2014-03-01
8|44|74|2014-04-01
8|23|43|2014-05-01
8|112|57|2014-06-01
8|287|58|2014-07-01
8|131|89|2014-08-01
8|214|85|2014-09-01
8|67|92|2014-10-01
8|103|18|2014-11-01
8|216|61|2014-12-01
9|55|32|2013-01-01
9|189|15|2013-02-01
9|90|10|2013-03-01
9|249|30|2013-04-01
9|57|13|2013-05-01
9|167|21|2013-06-01
9|186|64|2013-07-01
9|47|99|2013-08-01
9|144|76|2013-09-01
9|7|13|2013-10-01
9|14|85|2013-11-01
9|101|73|2013-12-01
9|281|12|2014-01-01
9|108|25|2014-02-01
9|300|98|2014-03-01
9|123|50|2014-04-01
9|245|48|2014-05-01
9|2|90|2014-06-01
9|284|34|2014-07-01
9|206|25|2014-08-01
9|130|83|2014-09-01
9|264|67|2014-10-01
9|293|26|2014-11-01
9|298|49|2014-12-01
10|94|8|2013-01-01
10|48|61|2013-02-01
10|104|32|2013-03-01
10|153|98|2013-04-01
10|172|6|2013-05-01
10|116|73|2013-06-01
10|202|67|2013-07-01
10|249|51|2013-08-01
10|260|76|2013-09-01
10|133|20|2013-10-01
10|191|54|2013-11-01
10|55|66|2013-12-01
10|8|66|2014-01-01
10|233|91|2014-02-01
10|273|68|2014-03-01
10|202|26|2014-04-01
10|165|52|2014-05-01
10|192|22|2014-06-01
10|281|9|2014-07-01
10|280|62|2014-08-01
10|47|82|2014-09-01
10|159|42|2014-10-01
10|182|33|2014-11-01
10|80|37|2014-12-01
11|134|84|2013-01-01
11|209|6|2013-02-01
11|118|54|2013-03-01
11|56|66|2013-04-01
11|288|100|2013-05-01
11|65|25|2013-06-01
11|218|71|2013-07-01
11|150|4|2013-08-01
11|74|77|2013-09-01
11|258|27|2013-10-01
11|67|22|2013-11-01
11|8|59|2013-12-01
11|35|18|2014-01-01
11|57|56|2014-02-01
11|246|38|2014-03-01
11|281|2|2014-04-01
11|86|57|2014-05-01
11|81|56|2014-06-01
11|279|85|2014-07-01
11|53|99|2014-08-01
11|264|80|2014-09-01
11|54|17|2014-10-01
11|71|40|2014-11-01
11|162|26|2014-12-01
12|174|59|2013-01-01
12|68|53|2013-02-01
12|132|76|2013-03-01
12|260|33|2013-04-01
12|102|94|2013-05-01
12|14|77|2013-06-01
12|234|74|2013-07-01
12|51|57|2013-08-01
12|190|78|2013-09-01
12|83|33|2013-10-01
12|245|92|2013-11-01
12|263|52|2013-12-01
12|63|71|2014-01-01
12|182|21|2014-02-01
12|219|7|2014-03-01
12|59|79|2014-04-01
12|6|62|2014-05-01
12|272|89|2014-06-01
12|276|61|2014-07-01
12|128|35|2014-08-01
12|181|78|2014-09-01
12|250|94|2014-10-01
12|261|48|2014-11-01
12|244|14|2014-12-01
13|213|35|2013-01-01
13|228|99|2013-02-01
13|146|98|2013-03-01
13|164|1|2013-04-01
13|218|87|2013-05-01
13|264|28|2013-06-01
13|250|78|2013-07-01
13|253|10|2013-08-01
13|4|79|2013-09-01
13|209|40|2013-10-01
13|121|60|2013-11-01
13|217|45|2013-12-01
13|91|23|2014-01-01
13|7|87|2014-02-01
13|192|78|2014-03-01
13|138|55|2014-04-01
13|228|67|2014-05-01
13|161|21|2014-06-01
13|273|36|2014-07-01
13|202|72|2014-08-01
13|97|76|2014-09-01
13|145|69|2014-10-01
13|151|55|2014-11-01
13|25|2|2014-12-01
14|253|10|2013-01-01
14|88|44|2013-02-01
14|160|19|2013-03-01
14|67|69|2013-04-01
14|32|81|2013-05-01
14|214|81|2013-06-01
14|266|81|2013-07-01
14|154|63|2013-08-01
14|119|80|2013-09-01
14|33|47|2013-10-01
14|298|28|2013-11-01
14|170|38|2013-12-01
14|118|76|2014-01-01
14|132|52|2014-02-01
14|165|48|2014-03-01
14|217|31|2014-04-01
14|148|72|2014-05-01
14|51|54|2014-06-01
14|270|12|2014-07-01
14|276|7|2014-08-01
14|14|75|2014-09-01
14|40|44|2014-10-01
14|40|62|2014-11-01
14|107|92|2014-12-01
15|292|86|2013-01-01
15|248|91|2013-02-01
15|175|41|2013-03-01
15|272|37|2013-04-01
15|147|74|2013-05-01
15|163|32|2013-06-01
15|283|85|2013-07-01
15|55|16|2013-08-01
15|235|80|2013-09-01
15|159|54|2013-10-01
15|175|98|2013-11-01
15|124|31|2013-12-01
15|146|29|2014-01-01
15|257|17|2014-02-01
15|138|18|2014-03-01
15|296|7|2014-04-01
15|69|76|2014-05-01
15|241|87|2014-06-01
15|268|88|2014-07-01
15|50|44|2014-08-01
15|231|73|2014-09-01
15|236|19|2014-10-01
15|230|70|2014-11-01
15|189|80|2014-12-01
16|31|62|2013-01-01
16|108|36|2013-02-01
16|189|64|2013-03-01
16|175|5|2013-04-01
16|263|67|2013-05-01
16|112|85|2013-06-01
16|299|88|2013-07-01
16|258|69|2013-08-01
16|49|81|2013-09-01
16|285|60|2013-10-01
16|51|66|2013-11-01
16|78|24|2013-12-01
16|174|82|2014-01-01
16|81|83|2014-02-01
16|111|89|2014-03-01
16|74|84|2014-04-01
16|291|81|2014-05-01
16|130|19|2014-06-01
16|265|63|2014-07-01
16|124|81|2014-08-01
16|148|71|2014-09-01
16|131|95|2014-10-01
16|119|77|2014-11-01
16|271|68|2014-12-01
17|71|37|2013-01-01
17|268|82|2013-02-01
17|203|86|2013-03-01
17|79|73|2013-04-01
17|77|61|2013-05-01
17|61|36|2013-06-01
17|14|92|2013-07-01
17|159|22|2013-08-01
17|165|82|2013-09-01
17|109|67|2013-10-01
17|228|34|2013-11-01
17|32|17|2013-12-01
17|202|34|2014-01-01
17|206|48|2014-02-01
17|84|59|2014-03-01
17|153|60|2014-04-01
17|211|86|2014-05-01
17|20|52|2014-06-01
17|262|39|2014-07-01
17|198|17|2014-08-01
17|64|69|2014-09-01
17|26|70|2014-10-01
17|8|85|2014-11-01
17|52|57|2014-12-01
18|110|12|2013-01-01
18|127|28|2013-02-01
18|217|7|2013-03-01
18|283|41|2013-04-01
18|193|54|2013-05-01
18|10|89|2013-06-01
18|30|95|2013-07-01
18|60|75|2013-08-01
18|280|83|2013-09-01
18|235|74|2013-10-01
18|104|3|2013-11-01
18|286|10|2013-12-01
18|229|87|2014-01-01
18|31|13|2014-02-01
18|57|28|2014-03-01
18|232|36|2014-04-01
18|132|91|2014-05-01
18|210|86|2014-06-01
18|260|14|2014-07-01
18|273|54|2014-08-01
18|282|68|2014-09-01
18|222|45|2014-10-01
18|198|92|2014-11-01
18|134|45|2014-12-01
19|150|89|2013-01-01
19|288|74|2013-02-01
19|231|29|2013-03-01
19|187|8|2013-04-01
19|7|48|2013-05-01
19|260|40|2013-06-01
19|46|99|2013-07-01
19|262|28|2013-08-01
19|95|83|2013-09-01
19|60|81|2013-10-01
19|282|72|2013-11-01
19|240|3|2013-12-01
19|257|40|2014-01-01
19|156|80|2014-02-01
19|30|99|2014-03-01
19|10|12|2014-04-01
19|52|96|2014-05-01
19|100|18|2014-06-01
19|257|91|2014-07-01
19|46|91|2014-08-01
19|198|66|2014-09-01
19|118|20|2014-10-01
19|87|99|2014-11-01
19|216|33|2014-12-01
20|189|64|2013-01-01
20|147|19|2013-02-01
20|245|51|2013-03-01
20|90|77|2013-04-01
20|123|41|2013-05-01
20|209|93|2013-06-01
20|62|1|2013-07-01
20|163|81|2013-08-01
20|210|84|2013-09-01
20|185|87|2013-10-01
20|158|40|2013-11-01
20|194|97|2013-12-01
20|285|93|2014-01-01
20|281|45|2014-02-01
20|3|69|2014-03-01
20|89|89|2014-04-01
20|274|100|2014-05-01
20|290|51|2014-06-01
20|254|66|2014-07-01
20|121|27|2014-08-01
20|115|64|2014-09-01
20|13|96|2014-10-01
20|277|6|2014-11-01
20|298|22|2014-12-01
21|229|39|2013-01-01
21|6|66|2013-02-01
21|259|73|2013-03-01
21|295|44|2013-04-01
21|238|34|2013-05-01
21|158|44|2013-06-01
21|78|5|2013-07-01
21|64|34|2013-08-01
21|24|85|2013-09-01
21|10|94|2013-10-01
21|34|9|2013-11-01
21|147|90|2013-12-01
21|11|45|2014-01-01
21|105|10|2014-02-01
21|277|39|2014-03-01
21|168|65|2014-04-01
21|194|4|2014-05-01
21|180|84|2014-06-01
21|252|41|2014-07-01
21|195|64|2014-08-01
21|31|62|2014-09-01
21|209|71|2014-10-01
21|167|13|2014-11-01
21|79|10|2014-12-01
22|269|15|2013-01-01
22|167|11|2013-02-01
22|274|95|2013-03-01
22|198|12|2013-04-01
22|52|28|2013-05-01
22|108|97|2013-06-01
22|94|8|2013-07-01
22|266|87|2013-08-01
22|140|86|2013-09-01
22|136|0|2013-10-01
22|212|78|2013-11-01
22|101|83|2013-12-01
22|39|98|2014-01-01
22|231|76|2014-02-01
22|250|9|2014-03-01
22|247|41|2014-04-01
22|115|9|2014-05-01
22|69|16|2014-06-01
22|249|17|2014-07-01
22|269|0|2014-08-01
22|249|61|2014-09-01
22|104|46|2014-10-01
22|56|20|2014-11-01
22|162|99|2014-12-01
23|7|91|2013-01-01
23|26|57|2013-02-01
23|288|16|2013-03-01
23|102|81|2013-04-01
23|168|21|2013-05-01
23|57|48|2013-06-01
23|110|12|2013-07-01
23|167|40|2013-08-01
23|255|87|2013-09-01
23|261|7|2013-10-01
23|88|47|2013-11-01
23|55|76|2013-12-01
23|67|50|2014-01-01
23|55|41|2014-02-01
23|223|79|2014-03-01
23|25|17|2014-04-01
23|36|14|2014-05-01
23|259|49|2014-06-01
23|246|93|2014-07-01
23|43|37|2014-08-01
23|165|59|2014-09-01
23|300|22|2014-10-01
23|246|28|2014-11-01
23|244|88|2014-12-01
24|47|66|2013-01-01
24|186|3|2013-02-01
24|1|38|2013-03-01
24|5|48|2013-04-01
24|283|15|2013-05-01
24|6|0|2013-06-01
24|126|15|2013-07-01
24|68|93|2013-08-01
24|70|87|2013-09-01
24|86|13|2013-10-01
24|265|15|2013-11-01
24|8|69|2013-12-01
24|94|3|2014-01-01
24|180|6|2014-02-01
24|196|49|2014-03-01
24|104|94|2014-04-01
24|257|19|2014-05-01
24|149|83|2014-06-01
24|243|69|2014-07-01
24|117|73|2014-08-01
24|82|57|2014-09-01
24|195|98|2014-10-01
24|135|35|2014-11-01
24|25|76|2014-12-01
25|86|42|2013-01-01
25|46|49|2013-02-01
25|15|61|2013-03-01
25|210|16|2013-04-01
25|98|8|2013-05-01
25|256|52|2013-06-01
25|142|19|2013-07-01
25|270|46|2013-08-01
25|185|88|2013-09-01
25|212|20|2013-10-01
25|141|84|2013-11-01
25|263|62|2013-12-01
25|122|56|2014-01-01
25|4|72|2014-02-01
25|169|19|2014-03-01
25|183|70|2014-04-01
25|178|23|2014-05-01
25|38|15|2014-06-01
25|241|44|2014-07-01
25|191|9|2014-08-01
25|300|55|2014-09-01
25|90|73|2014-10-01
25|24|42|2014-11-01
25|107|65|2014-12-01
26|126|17|2013-01-01
26|206|95|2013-02-01
26|29|83|2013-03-01
26|113|84|2013-04-01
26|213|1|2013-05-01
26|205|3|2013-06-01
26|159|22|2013-07-01
26|171|99|2013-08-01
26|300|89|2013-09-01
26|36|27|2013-10-01
26|18|53|2013-11-01
26|217|55|2013-12-01
26|150|8|2014-01-01
26|129|37|2014-02-01
26|142|90|2014-03-01
26|262|46|2014-04-01
26|98|28|2014-05-01
26|229|48|2014-06-01
26|238|19|2014-07-01
26|266|46|2014-08-01
26|216|53|2014-09-01
26|286|48|2014-10-01
26|214|50|2014-11-01
26|189|53|2014-12-01
27|166|93|2013-01-01
27|66|41|2013-02-01
27|43|4|2013-03-01
27|16|52|2013-04-01
27|28|96|2013-05-01
27|154|56|2013-06-01
27|175|25|2013-07-01
27|72|52|2013-08-01
27|115|90|2013-09-01
27|162|34|2013-10-01
27|195|21|2013-11-01
27|171|48|2013-12-01
27|177|61|2014-01-01
27|255|2|2014-02-01
27|115|60|2014-03-01
27|40|22|2014-04-01
27|19|33|2014-05-01
27|118|81|2014-06-01
27|235|96|2014-07-01
27|39|83|2014-08-01
27|133|52|2014-09-01
27|181|23|2014-10-01
27|103|57|2014-11-01
27|271|41|2014-12-01
28|205|68|2013-01-01
28|226|87|2013-02-01
28|58|26|2013-03-01
28|221|19|2013-04-01
28|143|89|2013-05-01
28|103|7|2013-06-01
28|191|29|2013-07-01
28|274|4|2013-08-01
28|230|90|2013-09-01
28|288|40|2013-10-01
28|71|90|2013-11-01
28|124|41|2013-12-01
28|205|14|2014-01-01
28|79|68|2014-02-01
28|88|30|2014-03-01
28|119|99|2014-04-01
28|240|38|2014-05-01
28|8|13|2014-06-01
28|233|71|2014-07-01
28|113|19|2014-08-01
28|49|50|2014-09-01
28|77|99|2014-10-01
28|293|64|2014-11-01
28|52|30|2014-12-01
29|245|44|2013-01-01
29|85|32|2013-02-01
29|72|48|2013-03-01
29|124|88|2013-04-01
29|258|83|2013-05-01
29|52|60|2013-06-01
29|207|32|2013-07-01
29|175|58|2013-08-01
29|45|91|2013-09-01
29|112|47|2013-10-01
29|249|59|2013-11-01
29|78|34|2013-12-01
29|233|67|2014-01-01
29|204|33|2014-02-01
29|61|100|2014-03-01
29|198|75|2014-04-01
29|161|43|2014-05-01
29|198|46|2014-06-01
29|230|47|2014-07-01
29|188|56|2014-08-01
29|267|48|2014-09-01
29|273|74|2014-10-01
29|183|72|2014-11-01
29|134|18|2014-12-01
30|284|19|2013-01-01
30|246|78|2013-02-01
30|86|70|2013-03-01
30|28|55|2013-04-01
30|73|76|2013-05-01
30|1|11|2013-06-01
30|223|36|2013-07-01
30|76|10|2013-08-01
30|160|92|2013-09-01
30|238|54|2013-10-01
30|125|27|2013-11-01
30|32|27|2013-12-01
30|260|19|2014-01-01
30|28|99|2014-02-01
30|34|70|2014-03-01
30|277|51|2014-04-01
30|81|47|2014-05-01
30|87|79|2014-06-01
30|227|22|2014-07-01
30|262|93|2014-08-01
30|183|46|2014-09-01
30|168|49|2014-10-01
30|72|79|2014-11-01
30|216|6|2014-12-01
31|23|95|2013-01-01
31|105|24|2013-02-01
31|100|92|2013-03-01
31|232|23|2013-04-01
31|188|69|2013-05-01
31|252|64|2013-06-01
31|239|39|2013-07-01
31|278|64|2013-08-01
31|275|93|2013-09-01
31|63|61|2013-10-01
31|1|96|2013-11-01
31|286|20|2013-12-01
31|288|72|2014-01-01
31|154|64|2014-02-01
31|7|40|2014-03-01
31|55|27|2014-04-01
31|2|52|2014-05-01
31|278|12|2014-06-01
31|225|98|2014-07-01
31|35|29|2014-08-01
31|100|45|2014-09-01
31|63|24|2014-10-01
31|262|86|2014-11-01
31|298|96|2014-12-01
32|62|71|2013-01-01
32|265|70|2013-02-01
32|114|13|2013-03-01
32|136|92|2013-04-01
32|3|63|2013-05-01
32|201|15|2013-06-01
32|255|43|2013-07-01
32|179|16|2013-08-01
32|90|94|2013-09-01
32|188|67|2013-10-01
32|178|65|2013-11-01
32|240|13|2013-12-01
32|15|24|2014-01-01
32|279|29|2014-02-01
32|281|10|2014-03-01
32|134|3|2014-04-01
32|224|57|2014-05-01
32|167|45|2014-06-01
32|222|74|2014-07-01
32|110|66|2014-08-01
32|16|43|2014-09-01
32|259|100|2014-10-01
32|151|94|2014-11-01
32|79|84|2014-12-01
33|102|46|2013-01-01
33|125|15|2013-02-01
33|128|36|2013-03-01
33|39|59|2013-04-01
33|118|56|2013-05-01
33|150|68|2013-06-01
33|271|46|2013-07-01
33|80|70|2013-08-01
33|205|94|2013-09-01
33|13|74|2013-10-01
33|55|33|2013-11-01
33|194|6|2013-12-01
33|42|78|2014-01-01
33|103|95|2014-02-01
33|254|81|2014-03-01
33|213|80|2014-04-01
33|144|62|2014-05-01
33|57|78|2014-06-01
33|219|49|2014-07-01
33|184|2|2014-08-01
33|234|41|2014-09-01
33|154|75|2014-10-01
33|40|0|2014-11-01
33|162|72|2014-12-01
34|142|21|2013-01-01
34|285|62|2013-02-01
34|143|58|2013-03-01
34|244|27|2013-04-01
34|234|50|2013-05-01
34|99|19|2013-06-01
34|287|50|2013-07-01
34|282|22|2013-08-01
34|20|95|2013-09-01
34|139|81|2013-10-01
34|232|2|2013-11-01
34|147|100|2013-12-01
34|70|30|2014-01-01
34|228|60|2014-02-01
34|227|50|2014-03-01
34|292|56|2014-04-01
34|65|67|2014-05-01
34|247|10|2014-06-01
34|216|25|2014-07-01
34|259|38|2014-08-01
34|150|39|2014-09-01
34|49|50|2014-10-01
34|230|7|2014-11-01
34|244|61|2014-12-01
35|181|98|2013-01-01
35|144|7|2013-02-01
35|157|80|2013-03-01
35|147|95|2013-04-01
35|48|43|2013-05-01
35|48|72|2013-06-01
35|2|53|2013-07-01
35|183|76|2013-08-01
35|135|96|2013-09-01
35|264|88|2013-10-01
35|108|71|2013-11-01
35|101|93|2013-12-01
35|98|83|2014-01-01
35|52|25|2014-02-01
35|200|20|2014-03-01
35|70|32|2014-04-01
35|286|71|2014-05-01
35|137|43|2014-06-01
35|214|0|2014-07-01
35|32|75|2014-08-01
35|67|38|2014-09-01
35|245|26|2014-10-01
35|119|15|2014-11-01
35|25|49|2014-12-01
36|221|73|2013-01-01
36|4|53|2013-02-01
36|171|1|2013-03-01
36|51|63|2013-04-01
36|163|36|2013-05-01
36|298|23|2013-06-01
36|18|57|2013-07-01
36|84|28|2013-08-01
36|250|97|2013-09-01
36|89|94|2013-10-01
36|286|39|2013-11-01
36|55|86|2013-12-01
36|125|35|2014-01-01
36|178|91|2014-02-01
36|173|91|2014-03-01
36|149|8|2014-04-01
36|207|76|2014-05-01
36|26|76|2014-06-01
36|211|76|2014-07-01
36|106|11|2014-08-01
36|284|36|2014-09-01
36|140|1|2014-10-01
36|8|22|2014-11-01
36|107|37|2014-12-01
37|260|48|2013-01-01
37|164|100|2013-02-01
37|185|23|2013-03-01
37|255|30|2013-04-01
37|279|30|2013-05-01
37|247|75|2013-06-01
37|35|60|2013-07-01
37|286|82|2013-08-01
37|65|97|2013-09-01
37|215|0|2013-10-01
37|162|8|2013-11-01
37|9|78|2013-12-01
37|153|88|2014-01-01
37|2|56|2014-02-01
37|146|61|2014-03-01
37|228|85|2014-04-01
37|127|81|2014-05-01
37|216|8|2014-06-01
37|208|52|2014-07-01
37|181|48|2014-08-01
37|201|34|2014-09-01
37|36|77|2014-10-01
37|199|29|2014-11-01
37|189|26|2014-12-01
38|300|24|2013-01-01
38|24|45|2013-02-01
38|199|45|2013-03-01
38|159|99|2013-04-01
38|93|23|2013-05-01
38|196|27|2013-06-01
38|51|64|2013-07-01
38|187|34|2013-08-01
38|180|98|2013-09-01
38|39|7|2013-10-01
38|38|77|2013-11-01
38|263|71|2013-12-01
38|181|41|2014-01-01
38|127|21|2014-02-01
38|119|31|2014-03-01
38|6|61|2014-04-01
38|48|86|2014-05-01
38|106|42|2014-06-01
38|206|27|2014-07-01
38|255|85|2014-08-01
38|117|32|2014-09-01
38|232|52|2014-10-01
38|88|37|2014-11-01
38|271|14|2014-12-01
39|39|100|2013-01-01
39|184|91|2013-02-01
39|213|67|2013-03-01
39|62|67|2013-04-01
39|209|17|2013-05-01
39|146|79|2013-06-01
39|67|67|2013-07-01
39|88|88|2013-08-01
39|296|99|2013-09-01
39|165|14|2013-10-01
39|215|45|2013-11-01
39|217|64|2013-12-01
39|208|94|2014-01-01
39|252|87|2014-02-01
39|92|1|2014-03-01
39|85|37|2014-04-01
39|270|90|2014-05-01
39|296|75|2014-06-01
39|203|3|2014-07-01
39|28|21|2014-08-01
39|34|31|2014-09-01
39|127|27|2014-10-01
39|278|44|2014-11-01
39|52|3|2014-12-01
40|78|75|2013-01-01
40|43|37|2013-02-01
40|228|89|2013-03-01
40|267|34|2013-04-01
40|23|10|2013-05-01
40|95|31|2013-06-01
40|83|71|2013-07-01
40|290|40|2013-08-01
40|110|100|2013-09-01
40|291|20|2013-10-01
40|92|14|2013-11-01
40|171|57|2013-12-01
40|236|46|2014-01-01
40|76|52|2014-02-01
40|65|71|2014-03-01
40|164|13|2014-04-01
40|190|95|2014-05-01
40|186|7|2014-06-01
40|200|79|2014-07-01
40|103|58|2014-08-01
40|251|29|2014-09-01
40|22|2|2014-10-01
40|167|51|2014-11-01
40|134|92|2014-12-01
41|118|51|2013-01-01
41|204|83|2013-02-01
41|242|10|2013-03-01
41|170|2|2013-04-01
41|139|3|2013-05-01
41|44|83|2013-06-01
41|99|74|2013-07-01
41|191|94|2013-08-01
41|226|0|2013-09-01
41|115|27|2013-10-01
41|269|83|2013-11-01
41|124|50|2013-12-01
41|264|99|2014-01-01
41|202|18|2014-02-01
41|38|41|2014-03-01
41|243|90|2014-04-01
41|111|100|2014-05-01
41|75|40|2014-06-01
41|198|54|2014-07-01
41|177|95|2014-08-01
41|168|27|2014-09-01
41|218|78|2014-10-01
41|56|59|2014-11-01
41|216|80|2014-12-01
42|157|26|2013-01-01
42|63|28|2013-02-01
42|256|33|2013-03-01
42|74|70|2013-04-01
42|254|98|2013-05-01
42|294|35|2013-06-01
42|115|78|2013-07-01
42|92|46|2013-08-01
42|40|0|2013-09-01
42|241|34|2013-10-01
42|145|51|2013-11-01
42|78|43|2013-12-01
42|292|52|2014-01-01
42|26|84|2014-02-01
42|11|11|2014-03-01
42|21|66|2014-04-01
42|31|4|2014-05-01
42|266|73|2014-06-01
42|195|30|2014-07-01
42|251|31|2014-08-01
42|84|25|2014-09-01
42|113|53|2014-10-01
42|246|66|2014-11-01
42|298|69|2014-12-01
43|197|1|2013-01-01
43|223|75|2013-02-01
43|270|55|2013-03-01
43|278|38|2013-04-01
43|69|91|2013-05-01
43|243|87|2013-06-01
43|131|81|2013-07-01
43|294|100|2013-08-01
43|155|1|2013-09-01
43|65|41|2013-10-01
43|21|20|2013-11-01
43|32|36|2013-12-01
43|18|4|2014-01-01
43|151|49|2014-02-01
43|285|82|2014-03-01
43|100|41|2014-04-01
43|253|9|2014-05-01
43|155|5|2014-06-01
43|192|5|2014-07-01
43|25|68|2014-08-01
43|1|24|2014-09-01
43|8|28|2014-10-01
43|135|73|2014-11-01
43|79|57|2014-12-01
44|237|78|2013-01-01
44|83|20|2013-02-01
44|284|77|2013-03-01
44|181|5|2013-04-01
44|184|85|2013-05-01
44|192|39|2013-06-01
44|147|85|2013-07-01
44|195|52|2013-08-01
44|271|2|2013-09-01
44|191|47|2013-10-01
44|199|89|2013-11-01
44|286|29|2013-12-01
44|46|57|2014-01-01
44|276|14|2014-02-01
44|258|52|2014-03-01
44|179|17|2014-04-01
44|173|13|2014-05-01
44|44|39|2014-06-01
44|190|82|2014-07-01
44|99|3|2014-08-01
